Speaker,Emotion,File Name,Transcription
AmrYoussef,Neutral,AmrYoussef_Neutral_21.wav,حضرتك عارف كويس إن أنا فائد الذاكرة
AmrYoussef,Neutral,AmrYoussef_Neutral_45.wav,أبدن هو كان عايزني عشان نبتدي نجهز بئا
AmrYoussef,Neutral,AmrYoussef_Neutral_19.wav,كل واحد بيعلئ أخطاؤه عليا وبيلموني عليها
AmrYoussef,Neutral,AmrYoussef_Neutral_11.wav,بس كل خطوة فيه وصلتني لهنا
AmrYoussef,Neutral,AmrYoussef_Neutral_13.wav,الوئفة مش طبيعية الضحكة مش طبيعية
AmrYoussef,Neutral,AmrYoussef_Neutral_33.wav,هو كان خايف عليا
AmrYoussef,Neutral,AmrYoussef_Neutral_27.wav,أيوة دينا إيه علائتها بمحمود يعني
AmrYoussef,Neutral,AmrYoussef_Neutral_7.wav,أنا في تاكسي دلوئتي و طالع عالعيادة
AmrYoussef,Neutral,AmrYoussef_Neutral_23.wav,الحكاية و ما فيها إن المدام كانت ئالتي إن إنت عمرك ما جيت البيت هنا
AmrYoussef,Neutral,AmrYoussef_Neutral_12.wav,لكن الحمد لله مرجعتش مروان بتاع زمان
AmrYoussef,Neutral,AmrYoussef_Neutral_1.wav,أنا هطلع بئا أءرا مذكراتي
AmrYoussef,Neutral,AmrYoussef_Neutral_30.wav,نرجع لبعض
AmrYoussef,Neutral,AmrYoussef_Neutral_29.wav,أوصله إزاي بئا عايز عنواني رقم تليفونه
AmrYoussef,Neutral,AmrYoussef_Neutral_42.wav,آه أنا الحمد لله كويس كله تمام
AmrYoussef,Neutral,AmrYoussef_Neutral_4.wav,عايز أعرف الحاجت اللي الناس متعرفهاش
AmrYoussef,Neutral,AmrYoussef_Neutral_36.wav,ساعات بفتكر حاجات بسيطو من ءبل الحادثة
AmrYoussef,Neutral,AmrYoussef_Neutral_32.wav,بتهيألي الموضوع أكبر بكتر من فكرة إنه مش مبسوط
AmrYoussef,Neutral,AmrYoussef_Neutral_25.wav,عايز أبئا أجيب رقمي الئديم و أشغله عشان أكيد حد هيكلمني عليه
AmrYoussef,Happy,AmrYoussef_Happy_2.wav,مش بؤلك هتجنني
AmrYoussef,Happy,AmrYoussef_Happy_1.wav,إنت هتجنني على فكرة بالمناظر دي
AmrYoussef,Happy,AmrYoussef_Happy_4.wav,أهلن
AmrYoussef,Happy,AmrYoussef_Happy_3.wav,هيبؤ أشطر منك كمان 
AmrYoussef,Fearful,AmrYoussef_Fearful_6.wav,إنت عملت إيه فنفسك يا مروان
AmrYoussef,Fearful,AmrYoussef_Fearful_7.wav,آآ دع دع عشر دئايي وهيبؤ هنا 
AmrYoussef,Fearful,AmrYoussef_Fearful_5.wav,أصل أنا شوفتها
AmrYoussef,Fearful,AmrYoussef_Fearful_3.wav,هنا فين
AmrYoussef,Fearful,AmrYoussef_Fearful_2.wav,إن إحنا كان فيه بينا إتفاء
AmrYoussef,Fearful,AmrYoussef_Fearful_4.wav,مشوفتهاش أنا كت بئرا عنها إن هي
AmrYoussef,Fearful,AmrYoussef_Fearful_1.wav,أيوة بالظبط دا اللي أنا عارفة
FotouhAhmed,Surprised,FotouhAhmed_Surprised_6.wav,طب مستنية إيه
FotouhAhmed,Surprised,FotouhAhmed_Surprised_3.wav,هدية هدية إيه
FotouhAhmed,Surprised,FotouhAhmed_Surprised_7.wav,إيه
FotouhAhmed,Surprised,FotouhAhmed_Surprised_5.wav,معاكي
FotouhAhmed,Surprised,FotouhAhmed_Surprised_8.wav,ولا ائعد في الاسطبل
FotouhAhmed,Surprised,FotouhAhmed_Surprised_1.wav,تخسر أخوك عشان إللي ؤدامك دا
FotouhAhmed,Surprised,FotouhAhmed_Surprised_2.wav,إيه ده عملتها إزاي
FotouhAhmed,Surprised,FotouhAhmed_Surprised_4.wav,إيه
FotouhAhmed,Angry,FotouhAhmed_Angry_1.wav,لو حد منهم هوب هناك لكون
FotouhAhmed,Angry,FotouhAhmed_Angry_3.wav,الحبل اتئطع بيهم مالي أنا بئا
FotouhAhmed,Angry,FotouhAhmed_Angry_2.wav,أبوكي و أمك ماتو موتة ربنا
FotouhAhmed,Angry,FotouhAhmed_Angry_5.wav,دا أنا اللي هولع فيكو يا ولاد الكلب
FotouhAhmed,Angry,FotouhAhmed_Angry_4.wav,لو كان وائف ساعتها وسمع الكلام ماكانش حصل و وصلنا للي إحنا وصلناله دلوئتي
FotouhAhmed,Neutral,FotouhAhmed_Neutral_1.wav,أنا كمان زهئت من لعب العيال دا و مابئيتش فايئله
FotouhAhmed,Fearful,FotouhAhmed_Fearful_1.wav,إنت بتقول إيه
AliAlTayeb,Surprised,AliAlTayeb_Surprised_1.wav,إيه دا إنتي لائيتي المذكرات
AliAlTayeb,Surprised,AliAlTayeb_Surprised_2.wav,دا إللي فارئ معاك يا بابا
AliAlTayeb,Surprised,AliAlTayeb_Surprised_3.wav,إيه دا ليه ليه ليه ليه كدا 
AliAlTayeb,Surprised,AliAlTayeb_Surprised_4.wav,مش أولتلي إنها إتحركت خلاص زي ما إتفئنا
AliAlTayeb,Sad,AliAlTayeb_Sad_1.wav,أنا خلاص مابئيتش فارئة معايا
AliAlTayeb,Angry,AliAlTayeb_Angry_2.wav,زي ما أنا بالظبط كدا مايخصنيش إيه اللي لمكو علي بعض
AliAlTayeb,Angry,AliAlTayeb_Angry_3.wav,رجع فلوسنا إزاي
AliAlTayeb,Angry,AliAlTayeb_Angry_4.wav,بئولك أنا و أختي اتمرمطنا و شوفنا في حياتنا اللي ماشوفناهوش و حضرتك مسافر
AliAlTayeb,Angry,AliAlTayeb_Angry_5.wav,تئولي هنرجع فلوسنا ازاي
AliAlTayeb,Angry,AliAlTayeb_Angry_6.wav,كفاية بئا
AliAlTayeb,Angry,AliAlTayeb_Angry_1.wav,أخرج من حايتنا بئا
AliAlTayeb,Neutral,AliAlTayeb_Neutral_1.wav,بس ماكنتش متخيل إن نهايته هتبئي كدا
AliAlTayeb,Neutral,AliAlTayeb_Neutral_4.wav,أه و طلبت مني يا مروان من ساعتها الموضوع دا يفضل سر بيني و بينك
AliAlTayeb,Neutral,AliAlTayeb_Neutral_5.wav,أولت أول ما أشحن موبايلي هكلمك
AliAlTayeb,Neutral,AliAlTayeb_Neutral_3.wav,هو ده إلي ممكن يبئا شايل فيه المذكرات
AliAlTayeb,Neutral,AliAlTayeb_Neutral_2.wav,دي نوال صدئي الممثلة
AliAlTayeb,Happy,AliAlTayeb_Happy_2.wav,ربنا يخليك يا مروان
AliAlTayeb,Happy,AliAlTayeb_Happy_1.wav,تسلم إيدك يا طنط السبانخ تحفة
AliAlTayeb,Happy,AliAlTayeb_Happy_3.wav,سبحان الله أنا كمان كنت لسه بفكر فيك
AliAlTayeb,Happy,AliAlTayeb_Happy_4.wav,أريب جدا هو آلي بإذن الله هنرجع الشغل تاني أريب أوي
AliAlTayeb,Fearful,AliAlTayeb_Fearful_9.wav,مش عارف يا مروان أنا أأ أنا ماكنش أدامي حل تاني يا مروان
AliAlTayeb,Fearful,AliAlTayeb_Fearful_1.wav,انا ماعرفش هو ممكن يعمل إيه
AliAlTayeb,Fearful,AliAlTayeb_Fearful_7.wav,ماهو خلاص
AliAlTayeb,Fearful,AliAlTayeb_Fearful_11.wav,إيه الكلام إلي بسمعه دا لازم شنط الأدوية دي تتحرك في أسرع وأت
AliAlTayeb,Fearful,AliAlTayeb_Fearful_2.wav,لا لا مفيش الكلام دا خالص
AliAlTayeb,Fearful,AliAlTayeb_Fearful_3.wav,أنا ماتأخرتش عليك في حاجة أبدن
AliAlTayeb,Fearful,AliAlTayeb_Fearful_5.wav,إنتي نسيتي ولا إيه
AliAlTayeb,Fearful,AliAlTayeb_Fearful_4.wav,حبيبتي إسمعيني بس كدا و خليكي عائلة
AliAlTayeb,Fearful,AliAlTayeb_Fearful_8.wav,ماكنش ينفع مائولوش
AliAlTayeb,Fearful,AliAlTayeb_Fearful_10.wav,عاجبك إللي حصل دا
AliAlTayeb,Fearful,AliAlTayeb_Fearful_12.wav,أأ إيه يا عمر دي إمضا
AliAlTayeb,Fearful,AliAlTayeb_Fearful_6.wav,لا لا لا ال الفلوس جاية الفلوس جاية يا فكري
ReemMustafa,Sad,ReemMustafa_Sad_1.wav,و حاسة إن حياتي معاه هتبئي أفضل بكتير 
ReemMustafa,Sad,ReemMustafa_Sad_36.wav,عرفت إنت عملت فيا إيه
ReemMustafa,Sad,ReemMustafa_Sad_4.wav,محمود أول واحد فينا يدفع تمن إللي إحنا عملناه
ReemMustafa,Sad,ReemMustafa_Sad_37.wav,معرفش يا محمود
ReemMustafa,Sad,ReemMustafa_Sad_30.wav,علا فكرة أنا مش زعلانة
ReemMustafa,Sad,ReemMustafa_Sad_5.wav,إتجوزت عليا يا مروان
ReemMustafa,Sad,ReemMustafa_Sad_22.wav,عشان إنت إللي خلتني أكمل مع مروان
ReemMustafa,Sad,ReemMustafa_Sad_24.wav,ساكتة وانا لوحدي و محدش معايا
ReemMustafa,Sad,ReemMustafa_Sad_26.wav,كان عندي أمل إن هو كمان يحبني
ReemMustafa,Sad,ReemMustafa_Sad_19.wav,وهلاقو د تحتك
ReemMustafa,Sad,ReemMustafa_Sad_20.wav,طب وانا
ReemMustafa,Sad,ReemMustafa_Sad_16.wav,و يمكن كت عايزة أرد و لو جزء بسيط من اللي إنت عملته فيا
ReemMustafa,Sad,ReemMustafa_Sad_11.wav,بس عمومن أنا متشكرة أوي علي الكلام إلي إنت أولته
ReemMustafa,Sad,ReemMustafa_Sad_21.wav,فضلت مستحملة السنين دي كلها
ReemMustafa,Sad,ReemMustafa_Sad_13.wav,علا أد ما حبيتك علا أد ما بئيت أخاف منك
ReemMustafa,Sad,ReemMustafa_Sad_10.wav,و إحساسك دا مش هيعمل حاجة
